"Date","Time","Media Type","Site Name","Mention URL","Title","Mention Content","Sentiment","Country"
"2022-02-01","12:11:00 +0000 GMT","Forum","Urban75 forums","http://www.urban75.net/forums/threads/bangers-chat.362023/page-28","Bangers chat","spitfire said: We've been with AA for 19 years through all our various bangers. But they're being arses. Has anyone used RAC/Green Flag instead and what were your experiences? Any other recommendations? I've had green flag and RAC - usually arranged as an add-on to insurance rather than separate. Think I did have AA at one point and can't remember if I ever needed to call on them. Not used either a lot - think I've had maybe three roadside call outs (and a few home calls due to expired battery) in 30 years (most recent RAC late evening on xmas eve after a minor accident), and both have done what was needed. Think Green Flag are more inclined to contract to local garages rather than have their own people / vehicles.","neutral","United Kingdom"
"2022-02-01","11:09:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/insurance.253122/page-2","Insurance","I'm seeing pretty high quotes for MY (where I can get them).. Sheila's Wheels had said an M3 LR would have been about £350 and today Admiral wanted £530 for the MY. As my wife is with Direct Line I'm hoping they update their system soon and maybe we'll get some multi-car discount.","positive","Not available"
"2022-02-01","08:59:00 +0000 GMT","Forum","TripAdvisor Forums","https://www.tripadvisor.com/ShowTopic-g294013-i3754-k13686545-Randox_pcr-Abu_Dhabi_Emirate_of_Abu_Dhabi.html","Re: Randox pcr","'You must have a PCR test before every Etihad Airways flight, even if you are just transiting. Take a PCR test 48 hours at any accredited facility before your flight if Abu Dhabi is your final destination. Print your test result or present the lab report digitally. You can also do this by downloading a pdf through the Al Hosn app. If you’re transiting in Abu Dhabi, there may be additional testing requirements depending on where you’re flying to. Select the Flying to tab for more information. PCR tests from all UK government approved providers are accepted. Read the latest UK guidance. If you are unable to present proof of your negative COVID-19 PCR test, you will not be permitted to travel. Recommend facilities: Randox Health Travel Centre: Located at Rear Car Park Radisson Blu Edwardian Hotel Heathrow Express tests (results within 1 to 3 hours at airport) £85.00 Same day tests (results within 12 hours ) £60.00 Next Day PCR test (results in 24 hours) £50.00 Book online with discount code ETIHAD and your booking reference. Collinson: Located at London Heathrow and Manchester Airport Use discount code EY20OFF and save 20% Find your closest clinic to book your test Eurofins: Clinic and home testing available Use discount code ETIHAD21 and save up to 10% Find your closest clinic to book your test For help, call 01925 980 595 or email covid19administration@eurofins.co.uk Using the TrustOne app or IATA Travel Pass app? You’ll receive your results via the app Screen4 Ltd Clinic: Bookings and location Use discount code ETIPCR to get a pre departure PCR for £55' ---—------------- It doesn't mention nothing about a professional health to perform the test and also indicates for clinic with home services.","neutral","Not available"
"2022-02-01","07:38:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/insurance-uk.96351/page-44","Insurance UK","Had my Tesla SR+ March 2021, insured with esure. Renewed in January (I just replace my previous car so renewal date was the same). £429 for the year. Just rang up to get a quote to switch to a LR AWD - delivery due in a couple of weeks. £322 increase and thats if they waive the admin fee of £26 (so kind). That seems a crazy increase for a car thats less than £10k more expensive, has most of the identical bits as the SR+ and is only I think two groups higher on the insurance (think the RWD was 48) perhaps I shouldn't have been so quick to change to a LR and should have checked the insurance first edit : LV - £933. Compare the market - churchill £496. Much better. Plus whatever annoying cancellation charge esure will give me.. Admiral - £498 Direct Line - £433 with a £500 voluntary excess and £200 mandatory which is less than churchill. Goes up to £466 with legal cover.","neutral","Not available"
"2022-01-31","17:28:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=47&t=1346848&i=80","M3 CSL and M5","The E46 M3 had been out for a couple of years, so E36 EVOs were becoming quite affordable and in my budget. After looking at a few locally, and learning first hand what the dreaded failing Vanos noise sounded like, I came across an advert for a decent sounding car, but it was in Shropshire. After talking to the owner, there was nothing untoward so I arranged for an RAC inspection on it as a basic insurance against agreeing to buy a car with an obvious fault like a failing gearbox, oil leaks, corrosion or suspension issues. That came back with a clean bill of health, so off I went on a 3 train journey to a tiny station in Shropshire to buy the car and pick it up. I'd never actually seen an Atlantis Blue car before, and fortunately I really liked it. It was a rare colour on the E36, but it suited it well. The E36 as a model was rather unloved at the time, and parts of the interior were certainly a bit shonky compared to later generations, but I loved this car. It looked great, it was really fast compared to anything I'd had up until then, it was fairly small, and fun to drive. No driver aids apart from ABS, so you relied on the long travel analogue throttle to avoid getting into trouble. I had this for two or three enjoyable years, and over that time there was just one issue that really started to grate with me (literally). The car had a sunroof, and as a tall person, the top of my head used to brush the headlining unless I adopted a slight slouch. So eventually that was the reason to double my investment and get an E46. The car is actually still on the road as far as I know, a subsequent owner transplanted an S54 engine into it, plus lots of other things. I'd still have it original for preference, but at least he's looked after it. https://www.instagram.com/atlantis_s54/?hl=en","neutral","United Kingdom"
"2022-01-29","21:06:00 +0000 GMT","Forum","Landy Zone Forum","https://www.landyzone.co.uk/land-rover/what-did-you-do-with-your-range-rover-today.202974/page-1403","What did you do with your Range Rover today","gold rover said: ↑ That's what I thought. As last night my thoughts were "" oh well at least other one works, and glad I've got AA key cover"" Got that cover with RAC and also my car insurance so double covered","neutral","United Kingdom"
"2022-01-27","15:45:00 +0000 GMT","Forum","TripAdvisor Forums","https://www.tripadvisor.com/ShowTopic-g186600-i677-k13801181-o10-Car_hire_so_frightened-Cork_County_Cork.html","Re: Car hire so frightened","Lived in car hire since late 2013 until couple of months ago, picked up a rental car in UK on St Patricks day 2020 just before lockdown and switched it once in Aug 2020 and then had another one until June 21. You a UK car driver, hence driving on all sorts of roads is what you are used to, roads sometimes better, sometimes worse in Ireland. While car will be different you no reason to drive on wrong side of the road like some US visitors. I rented cars in Ireland and minimum 6-10 visits a year i have never been stung by a single car hire company. I have replaced in UK/Ireland, 2 tyres and 1 windscreen, this is over circa 2000 hire car days. You are no more of a risk in a Hire car than your own car when you driving on same side as you always do. Rent from one of the Majors, take the Excess hire package Insurance4carhire etc as any incident you claim back from them, they will take a block on credit card but assuming car ok no reason for them to take it. Hertz Ireland have for years provided a complete photo summary of car before you take it out, no reason for you not to recheck it as well. I have used pretty much everybody including Greenmotion / Easirent / Goldcar in UK and had no issues as well as the big ones like Hertz etc.","neutral","Not available"
"2022-01-27","13:18:00 +0000 GMT","Forum","TripAdvisor Forums","https://www.tripadvisor.com/ShowTopic-g186600-i677-k13801181-o10-Car_hire_so_frightened-Cork_County_Cork.html","Re: Car hire so frightened","@LETITROCK: As you are based in the UK, take look at Car Hire Excess Insurance. https://www.insurance4carhire.com/blog/insurance-guides/what-is-car-hire-excess-insurance https://www.icarhireinsurance.com You can get a quote for a particular trip or an annual policy.","neutral","Not available"
"2022-01-27","07:30:00 +0000 GMT","Forum","Forum Out And About Live","http://forums.outandaboutlive.co.uk/forums/Motorhomes/Motorhome-Matters/Importing-Motorhome-from-Germany/58625/","Importing Motorhome from Germany","Things have changed since 2015, not least due to Brexit. On the registration/insurance issue you will need to check carefully with the German dealer that they are aware of the post Brexit arrangements. You will need German ""export"" plates which should cover the van (almost invariably for third party only risks) within Germany and the EU. This will involve the temporary registration of the vehicle in Germany You should also receive a document that confirms you as the legal owner. In Germany the registration plates belong to the owner, and not to the vehicle, so that when vehicles are traded the plates are removed by the owner and transferred to their new vehicle. Hence the need for the declaration of ownership. I believe that since Brexit the insurance accompanying those plates may no longer be valid in UK. Don't be swayed by the advice that the temporary German plates should be removed before driving on UK roads. A LHD German van with German plates is not remarkable: the same van with no plates at all is, and would be highly likely to attract the attention of the police! I was told by the dealer selling my van (also co-incidently a La Strada) that the German export plates would only cover me up to the French channel port and would explicitly not cover me in the UK. Safeguard Insurance would insure on a VIN but only from a single point to point, i.e. from the UK channel port to either my home OR the garage undertaking the conversion work. They would not insure from Channel Port --> Home ---> Garage undertaking work. A garage invoice is required with the VAT registered address of the business and their VAT number. It must list the work undertaken and that if I recall correctly OEM parts have been used. (not cheap for 2020 Ducato lights) I don't think the vehicle has to be presented for a VOSA inspection if a VAT registered MOT certified garage undertakes the work. You simply need their invoice showing their VAT number and that the work has been completed using certified OEM parts. In my case the garage were handling the paperwork and so sent it in for me.for I think, given the complications, investigating the costs of outsourcing the transportation and/or conversion and/or paperwork may be worthwhile. They are not insignificant. However I suspect the import tax may be a bigger issue. This was not something that I needed to consider since I managed it all by July 2020, within the extended Brexit Transition period. Do please update as more information becomes available. The combination of transport or insurance, outsourced conversion work (or garage certification if you do it yourself) , paperwork (if you outsource it) and import duty may finally make importing from Europe no longer a viable option if the objective is to save money. I did it mainly because I had settled on a van that was significantly more expensive than most Panel Van Conversions (PVC) because of its build quality, configuration, and customisation options, and was not sold in the UK. So I was prepared to come out about flat or pay a small premium compared to buying a similarly high specced PVC in the UK. The exchange rate now is probably marginally better than when I purchased mine, but of course, a shadow of it's pre-Brexit position. Sadly there was, when I imported, no La Strada dealership in the UK and as far as I know there is not now. It's not a decision I regret. I have completed 14k miles mostly in Europe in 20 months, during COVID, and I'm off for five weeks next week. The van has been great so far - (fingers crossed) Edited by slowdriver 2022-01-27 8:36 AM","neutral","United Kingdom"
"2022-01-21","16:46:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148&i=20","Need to renew insurance but new car on the way","I would be getting a quote on the new car, and then insure the old car with whichever firm gave the best deal. Then you have their price for the new car. When you do the change, and their annual rate for the new car is £600 when their initial quote was for £300, you have some leeway to argue with them.","positive","United Kingdom"
"2022-01-21","15:26:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","vikingaero said: I don't think admin fees are the problem - AIUI the OP will renew and take delivery of a new car a month later. Therefore he has already renewed and all the new FCA pricing applies. But if he makes a change mid term, the Insurer can rake what it likes. This happened to my Mum. Renewal in August for a Honda Jazz ~ £300. New Jazz in November and there was an additional premium to pay to make the effect annual price ~ £550. Then at renewal the following August, the price dropped to ~ £300. The cheaper the Insurer the more likely there will be cheap practices. Simply untrue.","neutral","United Kingdom"
"2022-01-21","15:25:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Sheepshanks said: LV= have always issued very competitive auto-renewals to us - but just got renewal for wife's car and it's gone up 20%. Need to spend a bit of time looking at that, but if the effect of the FCAs plan is a leveling upwards of premiums then that's a bit galling. That is going to be the net effect at new business as typically those policies were either loss making (accounting for price comparison fees) or close to. Likely outcome is prices close between new business and renewal premiums.","neutral","United Kingdom"
"2022-01-21","14:00:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-60","Model Y UK Delivery","Pete UK said: I’m gonna go with the Delivery in Feb. It’d be nice to get a 22 plate but if I’m keeping the car for 5 years or so, doubt the 22 plate will make any serious difference on resale; It’s still a 22 model. Anyone have any luck with MY insurance yet? I clicked on the Tesla Insurance link (Swinton) and you can’t even select Model Y from the drop down menu ! Also; I ordered the car, I’m paying for the car, I’m registering it in my wife’s name, she can’t make the pick up. Is it a problem for me to go collect the car instead? Any help appreciated. Thanks. Hi Pete, Yes you can pick up someone else’s car at a delivery event, but they need an email in advance from the registered keeper giving this permission and with a copy of both driving licenses attached as proof. I know you paid but best follow the procedure as it’s what I was told I needed to do to be sure. I will be picking up one for myself and one for a relative at the Bristol event on the 15th.","neutral","Not available"
"2022-01-21","13:12:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","I don't think admin fees are the problem - AIUI the OP will renew and take delivery of a new car a month later. Therefore he has already renewed and all the new FCA pricing applies. But if he makes a change mid term, the Insurer can rake what it likes. This happened to my Mum. Renewal in August for a Honda Jazz ~ £300. New Jazz in November and there was an additional premium to pay to make the effect annual price ~ £550. Then at renewal the following August, the price dropped to ~ £300. The cheaper the Insurer the more likely there will be cheap practices.","neutral","United Kingdom"
"2022-01-21","13:07:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Sheepshanks said: LV= have always issued very competitive auto-renewals to us - but just got renewal for wife's car and it's gone up 20%. Need to spend a bit of time looking at that, but if the effect of the FCAs plan is a leveling upwards of premiums then that's a bit galling. LV= also have a new (late 2020) offering called 'Flow'. Initially it was aimed at the monthly-paying, ever-changing millennial market, but it now offers some good annual prices too...with 'no admin fees', as the admin can be done by the policy-holder on-line. https://www.flowinsurance.co.uk/annual-car-insuran...","neutral","United Kingdom"
"2022-01-21","12:46:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Dingu said: lb3nson said: Sheepshanks said: The same Saga that was charging my elderly father-in-law £800 as he'd let it auto-renew for a few years? We found he could get insurance elsewhere for £200. He moved companies, and next year got a quote off Saga...at £200. No different from any other insurance company then The FCA remedies take effect this month. Keep up. LV= have always issued very competitive auto-renewals to us - but just got renewal for wife's car and it's gone up 20%. Need to spend a bit of time looking at that, but if the effect of the FCAs plan is a leveling upwards of premiums then that's a bit galling.","neutral","United Kingdom"
"2022-01-21","09:30:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Thanks everyone. I have my answer: put up and shut up. Though I did like the SORN suggestion, not been on a bus in anger in ages.","neutral","United Kingdom"
"2022-01-20","22:09:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","lb3nson said: Sheepshanks said: The same Saga that was charging my elderly father-in-law £800 as he'd let it auto-renew for a few years? We found he could get insurance elsewhere for £200. He moved companies, and next year got a quote off Saga...at £200. No different from any other insurance company then The FCA remedies take effect this month. Keep up.","neutral","United Kingdom"
"2022-01-20","22:06:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Answer: Use a better insurer who doesn't stiff customers at every opportunity. Or you could SORN the car for a month and take the bus while thinking the VED you have saved as well.","neutral","United Kingdom"
"2022-01-20","22:01:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Sheepshanks said: The same Saga that was charging my elderly father-in-law £800 as he'd let it auto-renew for a few years? We found he could get insurance elsewhere for £200. He moved companies, and next year got a quote off Saga...at £200. No different from any other insurance company then","neutral","United Kingdom"
"2022-01-20","22:00:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Glosphil said: Neither do Saga. The same Saga that was charging my elderly father-in-law £800 as he'd let it auto-renew for a few years? We found he could get insurance elsewhere for £200. He moved companies, and next year got a quote off Saga...at £200.","neutral","United Kingdom"
"2022-01-20","21:48:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","OP, my advice rather than fixating solely on the admin fee would be to balance it. If one policy you are happy with is £500 but has an admin fee of £25 it would be likely better for you to go with that than a policy costing £600 without fees. This said it may be worth getting quotes for both your current car and new one and seeking providers who appear towards the cheaper end for both, accounting for their relative fees if you wish. Otherwise if you focus just on the current car you may find the premium change when swapping is high (hint: it’s not a ruse trap blah blah).","neutral","United Kingdom"
"2022-01-20","21:39:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Sheepshanks said: He's already said - he's trying to avoid un-necessary admin fees. Seriously? He's buying a new car and he's worried about an ""admin fee""?","neutral","United Kingdom"
"2022-01-20","21:19:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Sheepshanks said: Aside from that, I've always felt insurance companies grab the chance to bump the premium up out of proportion when you change cars, as they know they've pretty well got you over a barrel. Agreed, middle of last year I went from a TT to 535i, the annual charge for the TT was around 250. I had 5 months remaining and my insurer (Aviva) wanted an upfront charge of 270 quid. This would have worked out as an annual premium of around 800. Instead I cancelled, paid the 25 quid cancellation charge and moved the insurance to another provider (AA) paying 240 for the year. They know they have you by the gonads, either loose any accrued ncb or pay a hefty premium for the luxury.","neutral","United Kingdom"
"2022-01-20","21:16:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Cliftonite said: Sheepshanks said: He's already said - he's trying to avoid un-necessary admin fees. Aside from that, I've always felt insurance companies grab the chance to bump the premium up out of proportion when you change cars, as they know they've pretty well got you over a barrel. NFU (for one example) doesn't. Neither do Saga.","neutral","United Kingdom"
"2022-01-20","21:12:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Sheepshanks said: He's already said - he's trying to avoid un-necessary admin fees. Aside from that, I've always felt insurance companies grab the chance to bump the premium up out of proportion when you change cars, as they know they've pretty well got you over a barrel. NFU (for one example) doesn't.","neutral","United Kingdom"
"2022-01-20","21:10:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Cuvva subscription for a month on your current car?","neutral","United Kingdom"
"2022-01-20","21:06:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Sebring440 said: But I'm sure you've got a very complcated scenario that you're not going to disclose. He's already said - he's trying to avoid un-necessary admin fees. Aside from that, I've always felt insurance companies grab the chance to bump the premium up out of proportion when you change cars, as they know they've pretty well got you over a barrel.","neutral","United Kingdom"
"2022-01-20","21:02:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","McrRed said: Advice needed Hi all, I tried searching for answers but couldn't find anything to match my situation... I have insurance due in a month and.my new car arriving in two months. What do I do? Insure for a month? Take the full term? Plan C? Trying to avoid unnecessary admin fees. Some of you must have been in this situation, what's the best approach? I know this is a trick question, but... Don't you renew the insurance on your current car. Then when you take delivery of your ""new"" car, you tranfer the insurance onto that? But I'm sure you've got a very complicated scenario that you're not going to disclose.","neutral","United Kingdom"
"2022-01-20","21:02:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Pay monthly and then cancel the policy and restart afresh?","negative","United Kingdom"
"2022-01-20","20:47:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1970148","Need to renew insurance but new car on the way","Advice needed Hi all, I tried searching for answers but couldn't find anything to match my situation... I have insurance due in a month and.my new car arriving in two months. What do I do? Insure for a month? Take the full term? Plan C? Trying to avoid unnecessary admin fees. Some of you must have been in this situation, what's the best approach?","neutral","United Kingdom"
"2022-01-20","15:54:00 +0000 GMT","Forum","Legal Beagles Forums","https://legalbeagles.info/forums/forum/legal-forums/motoring-parking/vehicle-finance-and-issues/1603419-non-fault-insurance-payout-too-low-to-replace-written-off-vehicle-advice-please","Non-fault insurance payout too low to replace written-off vehicle - advice please","Hi, I am currently going through an insurance claim and I do not feel my insurer is guiding me well which is leading to frustration and stress. I feel like I am having to understand the insurance process, myself, to make sure I received what is fair to me. As it is ongoing and not complete yet, a part of this post is seeking formal/legal guidance to ensure we received what I am entitled too. Your help will greatly help and reduce the stress I am suffering this through this. My car: 2007 Toyota Auris, 1.6l, 95k mileage, vgc cosmetically and mechanically, owned since new. Last Friday (21/01/22), a council rubbish collection truck reverse into my car that was parked stationary on the road, no one was inside my car at the time. I saw the incident and rushed outside. The council driver of the truck apologised and accepted 100% liability. His provided his details and said to ring the council on the number he provided. Not sure of the correct process for this, whether to bypass my insurer and go direct to the council, I decided to ring my insurance company (Geoffrey insurance, underwritten by Zentih) and inform them of the incident. I informed them I was witness to the incident and provided them with the details the council driver gave me. They asked if I wanted to claim (I thought 'well, of course, yeah') I said yes as I wanted my car repaired. I provided details of what happened and they asked what visible damage there was. I advised the front bumper and front left headlight casement was damaged and needed replacing. I also advised the car was shunted back two (2) yards by the council truck. My insurance company agent said they would arrange for the car to be collected to have the damaged assessed. I thought this is normal/standard insurance claim practice and said 'okay'. She then proceeded with a speech (sphill as I call it informally) - I cannot remember what she said word for word but nothing alarmed me other than if I cancel the claim any temporary courtesy car will be invoiced to me. It all sounded standard practice and went with her guidance. A courtesy car was arranged and delivered later that day (Enterprise is the courtesy car company). The agent arrange for the car to be collected, by the company Copart, for the car to be assessed. I am not an insurance expert but the process sounded like normal practice. On Tuesday (18/01/22), the Copart collection driver came and informally advised, due to its age, the car will be written off and I should not to see it again. Panic came across me as I thought it was simply being collected to be assessed. The driver said the car has to be assessed so was he okay to take it away for that reason - I thought well if this is what the insurance has arranged then I guess it is a hoop I have to jump through. Copart took it away. At this point I was stressing thinking 'any damaged should be paid for by the council as there driver has accepted 100% liability so why is there a chance it will be written off?'. I phoned my insurer and said the car had been taken to be assessed. I made it clear to them I do not want my car destroyed and that I wanted it repaired. The agent said to phone Copart and explain this. I then rang Copart and explained this in which Copart's agent said that only collect the car for assessment, and that Independent Management Solutions (www.imsolutionslimited.co.uk/) will be the company assessing it. I then rang IMS and explained my predicament. I spoke to an assessor at IMS, not sure if would be the assessor, but he explained if the repair is more than the car's worth then it will be written-off. I said I don't want to written-off and that I want it repaired at the cost of the council. I said replacements were around �3k so if it's not fixed then I would need a �3k payout. He said, informally as it hasn't been assessed yet, that it was worth around �1k. I'm freaking out at this point as I'm thinking I'm going to be �2k out of pocked to replace my car with a like-for-like (Make, Model, Engine, Mileage, Cond, etc..) car that is within 50 miles of me. The assessor didn't seem concerned about my feelings. Still on the Tuesday (18/01/22), I phone my insurer again and spoke to another (different) agent and got different information. Frustration was high and I informed my insurance agent that I do not understand the vehicle insurance industry and that I need my insurance company to advise me correctly. I said I do not think they are informing me correctly. It seem each agent didn't understand the process/rules. She then went and spoke to her manager and reported back that the assessor will most probably write if off and give it a category ID and then will go to the council insurance company. I didn't know what to believe. I had had enough for that day as I was too stressed. On Wednesday (19/01/22), I rang my insurance company again and was put through to a manager of the Post-Claim department at Enterprise (it seems Enterprise is not only the courtesy car provider but also are involved in the insurance arena too). The manager seemed to know what she was talking about and said, in short, we need to the assessors report before the next step can happen - whether that would be a payout, buy-back, etc.. I'm totally stressed. At this moment I have a very strong suspicion, from all I've heard, that my car will be written-off and I will be awarded only �1k as that's what the Parkers guide quotes at. Having looked further I would need �2.6 to replace my car with an equivalent. My feeling is that I would either like my car repaired to the condition as it was before council truck driver reversed into it, or be awarded �2.6k which is the amount it would, I've now seen, cost to buy an equivalent car as per online prices show. I feel my insurance company have not been transparent with me, neither guided me, which I feel they should and understand their customer (me) will not understand the full process. I do not see why I should be at a financial loss if the assessor deems my car to be valued at �1k (due to a little book) when it is clear that online prices are around �2.6k. I can even prove this evidence. Bear in mind, the accident is due to the third-party in which they have accepted full liability. Please guide me and help my understand my rights as the assessor or my insurance company haven't been helpful. 1) Am I in my rights to refuse any payout offer unless it is the �2.6k so that I can purchase an equivalent car? 2) Can I request (enforce) my car to be repaired, regardless of the cost, the at the council's expense? 3) Do anyone know of the next step should I decline the payout offer? 4) I have 'Motor Legal Protection' on my policy, but was told by the insurance agent I couldn't use it to seek the car to be repaired or use it to received a proper payout, is this MLP something that can be used as legal aid? 5) Can I advise the assessor/insurance company to find me an equivalent car and I'll accept that as a replacement rather than a payout, maybe actually assign them a car to buy for me as the replacement? 6) I'm pretty sure my next premium will be increased due to this non-fault claim, I have read this online. Is there anyway I can seek compensation to cover the next year, or two, rises in insurance premium? 7) Is there anything else I should be aware of, or an action to take, for my advantage? Please can someone help me as I cannot afford to be without a car and neither can I afford (nor should I) additional money to replace the car. None of this is my fault so why should be at a financial loss. I need to understand my rights so not to be pushed over (fobbed off). Thank you in advance.","neutral","United Kingdom"
"2022-01-20","09:45:00 +0000 GMT","Forum","The AnswerBank","https://www.theanswerbank.co.uk/Motoring/Question1781909-1.html","Ford Focus Car Alarm Going Off Every 30 Minutes.","DTC //blazing row with my insurance co where their 0800 number told me that their RAC cover didn't cover me within 440 yards of my address (didn't know that) but their 'local office could override this'- cost £150 for a call out otherwise...// Wasn't it on the small print ? I think it's standard in breakdown recovery cover that if you dont chose 'home start' (or whatever each company calls it ) then you are not covered if you need assistance within a certain distance of your home address","negative","United Kingdom"
"2022-01-20","09:05:00 +0000 GMT","Forum","DISCO3 Forums","http://www.disco3.co.uk/forum/topic187079-30.html","Annual insurance merry-go-round - again","terryall wrote: Continuing this annual saga - has anyone used esure insurance for their car? A Be careful with Esure. See this thread and the post by SocialRover (Page 3 post 9) about the replacement cost offered by Esure. Ivan","positive","United Kingdom"
"2022-01-19","23:24:00 +0000 GMT","Forum","Cruise Critic Message Boards","https://boards.cruisecritic.com/topic/2825093-airport-transfers-lgb-to-san-pedro/","Airport Transfers LGB to San Pedro","Carnival has transfers from LGB, but not Princess. I usually fly SW into LGB and just compare prices on Lyft and Uber and pick the cheapest fare. Long Beach Yellow Cab has an app that will give you 15% off or so if you pre-pay in the app and show the ride code to the driver. Rideshare pickup is on the outside lane outside the terminal and taxis wait just beyond that, by a parking garage. You can also get all the way to San Pedro by two buses, one from the airport to downtown Long Beach and another to San Pedro, within walking distance of the cruise terminal. I've used them for a pre-cruise hotel in Long Beach and after a cruise when I have a late flight and want to bike in Long Beach. If you're a golfer and have a late flight, there's a golf course next to LGB with a driving range and club rental.","positive","United Kingdom"
"2022-01-19","18:47:00 +0000 GMT","Forum","The AnswerBank","https://www.theanswerbank.co.uk/Motoring/Question1781909-1.html","Ford Focus Car Alarm Going Off Every 30 Minutes.","Not related - but try all - I had a steering column lock up on me yesterday...tried what i thought was all and then no advice from my dealer (phoned them back with the solution) and a blazing row with my insurance co where their 0800 number told me that their RAC cover didn't cover me within 440 yards of my address (didn't know that) but their 'local office could override this'- cost £150 for a call out otherwise...there's now a complaint registered that, at renewal, this get-out clause was not spoken about and, secondly, that they were speaking with forked tongue. The solution came from the bro in law...'did you turn your wheels into the curb when you parked up?' 'Yes' - 'Is one tight up on the kerb?' It proved to be 'Yes' - 'Your wheel is putting pressure on the locking system. Turn in the direction of the wheel and you may have to force it hard over, ignition key in...' And it worked.....the service manager of my dealer hadn't heard of this and 'Thanks for this tip,' In short, try all the advice offered - in my case £150 call out fee avoided.","neutral","United Kingdom"
"2022-01-19","16:46:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-51","Model Y UK Delivery","I’m gonna go with the Delivery in Feb. It’d be nice to get a 22 plate but if I’m keeping the car for 5 years or so, doubt the 22 plate will make any serious difference on resale; It’s still a 22 model. Anyone have any luck with MY insurance yet? I clicked on the Tesla Insurance link (Swinton) and you can’t even select Model Y from the drop down menu ! Also; I ordered the car, I’m paying for the car, I’m registering it in my wife’s name, she can’t make the pick up. Is it a problem for me to go collect the car instead? Any help appreciated. Thanks.","neutral","Not available"
