"Date","Time","Site Name","Mention URL","Title","Mention Content","Star Rating"
"2022-03-29","11:11:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6242db38843a1a3bf6c98457","Hastings Direct : Very good","I took out car insurance early this year - then managed to smash the front of my car (own fault) pulling out of my driveway. Hastings were quick to find me a garage - took a couple of days and although it was sometimes tough to get through to them on the phone they did continue to work on my claim and repair. Found a garage near me when my first choice was not available. Reallocation sorted this quickly. The repair was perfect and all done within 2 weeks from the time of my incident. Everything was clear on the repair hub and kept me informed. I hope never to claim again - but will stay with Hastings as they did come through on this. Very good service - just needed a bit of patience to let them sort things out.","100"
"2022-03-29","10:55:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6242d781843a1a3bf6c97f95","Zenith Insurance : Insurance","Really easy to do business with","100"
"2022-03-29","07:53:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6242ad03843a1a3bf6c951f2","Zenith Insurance : Competitive","I had to renew my car policy and was quoted a very competitive quote by Zenith insurance. Thankyou for being so cheap in these difficult times","80"
"2022-03-29","00:53:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62424a67f144199fc9ccf086","esure : Car Insurance","Great company to deal with from start to finish. Very good rates.","100"
"2022-03-28","21:27:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62421a24843a1a3bf6c919c5","Hastings Direct : I have taken a comprehensive motor…","I have taken a comprehensive motor policy and very pleased with their service. There are no hidden extras and very clearly explained. I contcted thir customer service and was very helpful.","100"
"2022-03-28","20:52:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624211fbf144199fc9cccf08","esure : I found your company on the internet…","I found your company on the internet with a number of other quotes for car insurance yours was the best quote and the most reasonable so I decided to go ahead with the insurance, it was very easy to do and straight forward filled in the form and paid the years premium all done on the internet no phone's to deal with that's fine by me could not have been easier","100"
"2022-03-28","20:44:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62421038843a1a3bf6c9102e","esure : Absolute awful customer service","Absolute awful customer service. I would never do business with this organisation again. Cannot be trusted. They offered £60 in compensation and when I said I still wanted the matter investigated in full, they claimed they acted appropriately and reduced it to £25! It was an absolute farce. My only surprise is they only have 14% customer dissatisfaction!","20"
"2022-03-28","20:21:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62420aad843a1a3bf6c90a59","Hastings Direct : Car insurance","Happy with price and cover for my vehicle","100"
"2022-03-28","20:08:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624207c7f144199fc9ccc417","Geoffrey Insurance : I renewed my car insurance with GI","I renewed my car insurance with GI, I had a really polite, professional & non biased but truthful agent. Praise to this young man for his knowledge & patience with me. A real pleasant experience","100"
"2022-03-28","19:25:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241fd94f144199fc9ccb8d0","Hastings Direct : Not worth the slightly cheaper prices","I got my car insurance roughly 3 months ago and thought they had slightly cheaper prices than others for using their in-car app. I thought it was a good trade-off. I was out of the country for a month and they kindly decided to cancel my policy because I wasn't using my car...when I called they said they couldn't reinstate my policy and that I needed to use my car weekly to send them data or they would cancel my policy. The car was in a underground secured garage for 1 month and for that reason they cancelled the policy. Makes no sense and the only reasoning I got from customer services was ""did you read the fine print""? Really dissapointed looked like a legitimate company.","40"
"2022-03-28","19:10:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241f9fc843a1a3bf6c8f7a0","Hastings Direct : Car insurance","Getting car insurance was easy after using a compare site I was able to choose the that was best . Everything was very easy and straightforward to do","100"
"2022-03-28","19:00:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241f7c7f144199fc9ccb1a6","Hastings Direct : Good Product great price everything i…","Good Product great price everything i wanted in my motor insurance policy.","100"
"2022-03-28","18:56:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241f6c7f144199fc9ccb068","esure : I recieved a very good quotation by my…","I recieved a very good quotation by my search engine. The quote was easy to follow up and I paid in full.Just what I needed as I had just purchased a car and wanted to drive it away asap. Thanks to Esure for a great quote and quick service I drove the car home that evening.","100"
"2022-03-28","17:48:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241e6d1843a1a3bf6c8df92","Hastings Direct : Car insurance","I looked at various offers from a number of companies. Hastings Direct offered me the best deal, so I have insured my car with them.","100"
"2022-03-28","17:44:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241e5dd843a1a3bf6c8de57","Saga plc : Terrible service! Do not touch them!","Terrible service!! I recently made a claim for my catalytic converter being stolen off of my 4x4. It turns out Saga have passed my insurance onto Covea Insurance. From being told I could not get towed home, to they would tow my car but I would have to make my own way home. Then they would not give me a courtesy car if I didn't use their garage. Because of delays in getting the part I had to agree to change my garage to one of theirs. My car got taken and when I then enquired about my hire car I was told I could only have one for the one day they were working on my car. In about a months time! I challenged this, stating I would need a car, as per my cover. I said I would need an automatic due to bad knees. Enterprise have just phoned me and said the insurance Co had requested the smallest manual car available! I have another month of this!! Disgusted!","20"
"2022-03-28","17:36:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241e417843a1a3bf6c8dc11","Hastings Direct : Hastings Direct policy and App","I've used Hastings Direct for mine and my wife's car insurance for a few years and always found them the cheapest and best value and found managing our policies much easier since the Hastings App was released.","100"
"2022-03-28","17:23:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241e0ebf144199fc9cc94d2","Provident Insurance : Just Renewed my Car Insurance policy…","Just Renewed my Car Insurance policy with provident insurance and had a great conversation with a Positive professional member of staff by the name of David (Dave) thank you very much for your clear explanations and patient. Best Regards Ali Ezzati from London","100"
"2022-03-28","16:50:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241d94e843a1a3bf6c8ce8a","Hastings Direct : Unbelievable !!! update","I would NOT recommend anyone to take out any type of insurance with this company as they are not helpful at all !!!! I have been in contact with them since 22/ 3 /22 regarding my daughters accident which was not her fault but been denied a courtesy car !!! Today 28 /3 /22 still awaiting a call back from a so called manager !!!!!!! So do your self a favour , DONT DO IT , go elsewhere and save your sanity UPDATE………..as of Wednesday 30th march still no call back no courtesy Vehical.. car still on my drive no repair …… so once again promises and no results……. A complete waste time and money ……even though we are fully comprehensive ……what a f##king joke UPDATE……… UNBELIEVABLE !!!! YOUR JOKING’’RIGHT Answer to your question NO!!! !!! I think your taking the mick,,, from Wednesday 30 / 3 /2022 I’ve been on the phone trying to resolve my issues with Hastings insurance ,, but still no manager call back …… so I’ve rung Direct hire team I’ve rung enterprise team I’ve rung cheshire police for witness’s statements and cctv I’ve sent you Google maps of the area explaining the directions of both vehicles I’ve spoke to ims solutions for there help !!!! And have a guess what they all said!!!!!!!!!RING Hastings …….ffs are you actually Taking the P#ss.. car still on my drive ,no repair ,no courtesy car ,no hire car , no hope ,no help fully comprehensive !!!!!! UPDATE Thursday 31/3/2022 Well !!!!!! Much of the same really On the phone most of the day promises given ,,, blar blar blar blar …… so I rang Hastings …again and at last a result a hirecar had been booked for Friday 1st April and the car to be picked up at 830 ….. but then it was April fools day !!!! So I waited and waited and sure enough a knock on the door … a nice fella from kc autos took the car away for repair (SORTED.) Now then I got on the phone to enterprise for the hire car and wait for it………..yes your right NO F##kin car ############# So again the answer is NO I’m not ####%#%%%%%% <<# happy and it is not resolved So no car !no help ! And it’s Friday so I will update Monday!!! Take my warning HASTINGS are not reliable in any way shape or form A complete waste of money","20"
"2022-03-28","16:40:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241d6d2f144199fc9cc8805","Zenith Insurance : Easy to follow policy set up excellent…","Easy to follow policy set up excellent service at affordable prices. I would definitely recommend this company for car insurance.","100"
"2022-03-28","15:31:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241c6d3f144199fc9cc735f","Hastings Direct : I found it very easy once I got to…","I found it very easy once I got to speak to a human being everything went very smooth and very quick to arrange my multi car insurance very pleased","100"
"2022-03-28","15:29:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241c65cf144199fc9cc72d0","Hastings Direct : Efficient polite informative. Service received from your on line service.","Efficient polite informative, helpful answering queries, easy to do business with.","100"
"2022-03-28","14:55:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241be38843a1a3bf6c8abf7","Hastings Direct : Super easy to set up my insurance","Super easy to set up my insurance I had to change the car on my policy within a week and this was done with no fuss. Very impressed with the service I have received to date.","100"
"2022-03-28","14:14:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241b49c843a1a3bf6c8a055","Hastings Direct : Most easiest insurance I’ve set up for…","Most easiest insurance I’ve set up for car insurance","100"
"2022-03-28","13:46:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6241ae33843a1a3bf6c89881","Saga plc : Saga sent me a car ins renewal with an…","Saga sent me a car ins renewal with an increase of 40% on the premium, i have never claimed, they gave no reason for such an increase, i am now with esure & paying less than i paid with saga last year.","20"
"2022-03-28","12:02:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624195ca843a1a3bf6c87d12","esure : Obtaining insurance for my","Obtaining insurance for my car was straight forward and easy. A very friendly and professional service. Highly recommended.","100"
"2022-03-28","10:07:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62417ae4f144199fc9cc1b4e","Autonet Insurance : No Cooling Off Period.....","I have just taken a policy with this company. Firstly I have no policy documentation. Secondly their website is partially down and has been for some days. Thirdly I made a mistake and did not declare an accident for one of the named drivers and they put the policy price up without telling me making them more expensive than other providers - I understand the need to increase but talk to me and let me know. Fourthly Live Chat does not seem to week and finally it took forever to get through by phone. I am inside my 2 week cooling off period which I thought was a legal cooling off period but I have been told not the case with them it is not applicable. I am stuck!! I have a number of vehicles and certainly won't use them for those on renewal. I would leave a reference number so they could respond but I have no documentation!","20"
"2022-03-28","10:04:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62417a35843a1a3bf6c85db1","Autonet Insurance : No Cooling Off Period...","I have just taken a policy with this company. Firstly I have no policy documentation. Secondly their website is partially down and has been for some days. Thirdly I made a mistake and did not declare an accident for one of the named drivers and they put the policy price up without telling me making them more expensive than other providers - I understand the need to increase but talk to me and let me know. Fourthly Live Chat does not seem to week and finally it took forever to get through by phone. I am inside my 2 week cooling off period which I thought was a legal cooling off period but I have been told not the case with them it is not applicable. I am stuck!! I have a number of vehicles and certainly won't use them for those on renewal. I would enter my reference number so they can respond but as mentioned I have no documentation!","20"
"2022-03-27","23:16:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6240e258f144199fc9cbe118","Zenith Insurance : Quick and easy to set up","Quick and easy to set up, took out 2 car insurance policies both starting the same day. Saved me a considerable amount from my previous insurance company!","100"
"2022-03-27","18:53:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6240a483843a1a3bf6c7fbed","esure : So far Iam happy with my purchase of my…","So far Iam happy with my purchase of my car insurance with you, it's too early to start giving my review at this stage. But Iam ok with you.","80"
"2022-03-27","16:50:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624087af843a1a3bf6c7e50a","esure : I renewed my car insurance afyer a…","I renewed my car insurance afyer a search on a comparison website,esure came out much cheaper than my renewal from the insurance co i was using. Very easy to do online i am glad a changed to esure.","100"
"2022-03-27","16:49:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624087a4843a1a3bf6c7e503","Autonet Insurance : Recommended insurers - easy online procedure and good price.","I needed a classic car policy quickly - Autonet did the job and for the right price too!","100"
"2022-03-27","16:15:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62407f76843a1a3bf6c7df29","esure : Very good experience","Very straight forward to obtain cover for my new car. The company sorted my non claims bonus and confirmed it within days. A far better service than my previous insurance company I used.","100"
"2022-03-27","15:51:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624079d5f144199fc9cb9818","Autonet Insurance : Closed on a Sunday..","Closed on a Sunday... ridiculous. Need to make an urgent change to my car insurance policy but can't because they are closed, due to covid apparently. The rest of the UK has gone back to normal, Autonet needs to catch up!!","20"
"2022-03-27","15:12:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624070b9843a1a3bf6c7d4c4","esure : Quick and easy to set car insurance up…","Quick and easy to set car insurance up and at a great competitive rate","100"
"2022-03-27","11:31:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62403d1c843a1a3bf6c7b38d","Zenith Insurance : Zenith keep pestering me for a review.","Zenith keep pestering me for a review but how can you say how good car insurance is until you come to claim. I have made no claims, so Zenith seems about average (so far) for a car insurance broker. However, the price of the insurance is pretty good for what you get.","60"
"2022-03-27","00:58:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623fb6c1843a1a3bf6c7847b","Hastings Direct : Hastings have been polite and…","Hastings have been polite and professional.My son only had his car insurance fir 2 days.They we’re great at cancelling the insurance and giving the money he was owed back . Smooth ly done understood the situation because we had to give car back to due to problems after problems with it . Thanks for being understanding and professional.","100"
"2022-03-26","21:54:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f8b7bf144199fc9cb33e7","Zenith Insurance : Easy to get a quote","It was quick and easy to take out a comprehensive motor insurance policy online.","100"
"2022-03-26","18:13:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f57dbf144199fc9cb1191","esure : Esure's unscrupulous administration fees!","I took out a car insurance policy in November 2021 and decided to sell my car in March 2022. I telephoned Esure to cancel the policy and was told that I would receive £32.86 refund in a couple of days. Given that I paid £150 for twelve months insurance and I had used less than five months of it, I queried how this could be? The representative explained that Esure charge a £60!!! Administration fee for cancelling your policy. Sixty pounds for pressing a key on a computer keyboard? The representative cancelled the policy whilst I was on the phone, it took seconds and I was paying for the phonecall for him to do so, too! How can any company justify a sixty pound charge for pressing one button on a keyboard? It is simply extortion and Esure should be embarrassed to behave in such a manner. It will lose them custom certainly mine, as I will never insure with them again. Furthermore I will ensure that as many people as possible are made aware of their unfair and unscrupulous policy, so that friends and family don't fall foul of their objectional and unjustifiable tactics to rip off customers, in order to boost their profits. Please avoid avoid avoid! Forewarned is forearmed! Until customers vote with their feet, unscrupulous insurance companies like Esure will continue to use these immoral practices. Response to your reply Just because you have a policy of making exorbitant charges for simple clerical adjustments to online documents or cancelling policies, doesn't mean that that policy is ethical or fair. As to the FCA having to oversee and approve your policies, just how independent are the FCA when as a regulatory body, it is funded by the very organisations it is regulating? Just look into its history and the number of times it has been found wanting!","20"
"2022-03-26","16:22:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f3ddff144199fc9cafb95","esure : car insurance","This is the first time that I've purchased car insurance on line. A lot easier than I expected and I've also saved some money into the bargain. Many thanks.","100"
"2022-03-26","16:10:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f3addf144199fc9caf936","Swinton Insurance : …Better than all the rest.","Second year of buying Swinton car insurance.Asked for a price match that I had had from another company.Swinton did more than match £10 less than all the other quotes I had been offered.I also have my house insurance with Swinton.Great prices .","100"
"2022-03-26","16:05:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f39b9843a1a3bf6c73b3e","Swinton Insurance : Quick car insurance.","Quick and easy to get low cost car insurance with only a few clicks on a very easy to use website.","100"
"2022-03-26","14:18:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f20a6843a1a3bf6c7282c","esure : Cancelled policy after getting a new…","Cancelled policy after getting a new car. Was then asked to pay £40 . Date was arranged and ensure took out two days earlier. Customer service not very helpful at all","20"
"2022-03-26","13:56:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f1ba7843a1a3bf6c724a0","Swinton Insurance : Insurance","Van insurance 200 more than last year so went with someone else and got the same people as last year but nearly 200 less than you quoted but did do my bike insurance with you witch wos 10 pounds cheaper","100"
"2022-03-26","13:12:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623f114ff144199fc9cada25","Swinton Insurance : AVOID!!","AVOID!!. Took out a motor insurance policy with Swinton but then sold the car. Called Swinton to cancel the policy and spoke to a lady that was helpful. She informed me there was a final cancellation fee. I don't like these kind of charges as it is only to make money. In all honesty how much does it acktually cost to press a few keys on a keyboard? Anyway moaning aside I agreed the fee and paid it in full. 2 Weeks later out of the blue I receive a letter demanding another £30 to be paid within 14 days or court action was to follow. Flabbergasted I call the customer service line only to be told the computer says you owe it. I ask politely what for and was told they didn't know just that I have to pay. After a lot of discusion getting me absolutly nowhere I gave up. After such a disgusting service and lack of help from customer services I am thankfull I did not have to make a claim. If they treat all customers like this what would happen if you really needed there help in a crisis? My advice pay a little more and go elsewhere.","20"
"2022-03-26","11:58:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623effe0f144199fc9cacc8c","Zenith Insurance : Very good in arranging my car…","Very good in arranging my car insurance. I would recommend to my friends.","100"
"2022-03-26","08:38:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623ed0f7843a1a3bf6c6ec23","Ageas : Ageas Car Insurance","Taken out my car insurance with Ageas via a comparison website. Simple transaction once forwarded to Ageas website very clear on what’s included and optional extras. By end of transaction payment taken and online account set up ready to print documentation. By far best prices offered.","100"
"2022-03-25","23:16:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623e4d48843a1a3bf6c6c56a","NFU Mutual : The NFU are the Real Stars of the Insurance Industry, and Customer Service in General","I have been with the NFU for both house (Contents and Building) and car insurance since 1997. In that time I think I have had a couple or three claims. Calling during office hours I have always had a human being answer without a dreadful time wasting string of recorded messages, and no foreign call centres were involved. So many companies just don`t get it.....and the NFU stands out as a real star in the way they deal with everything, whether that be a general enquiry, or in the case of a claim as was my most recent reason for calling them.","100"
"2022-03-25","21:33:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623e350df144199fc9ca735b","Swinton Insurance : Once again, Swinton have my vote!!","Having been with Swinton for so many years, insuring our car's and our house I find them so competitive and such a bonus to be able to speak to one of their very polite and professional team members in person. 5 stars from me!!!!!","100"
"2022-03-25","18:17:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623e073c843a1a3bf6c68fee","NFU Mutual : Horrific penalty for going on holiday.","We have had car insurance with NFU for all our cars for many years and used to get exceptionally good service. NFU sent out renewal invitation for our three vehicles on 14th February (Royal Mail postmark 14th Feb but invitation dated 9th January!) which was a couple of days after we went on our six week annual holiday to get away from the British winter. On our return this week there was a letter telling us that our policy was cancelled because it had not been renewed by the renewal date of 12th March. This means that our daughter has been driving around for 11 days without any insurance and we drove back from Heathrow with no insurance. This is quite a frightening thought when you consider what might have happened if there was an accident. I immediately contacted NFU in Stratford who were very apologetic and understanding and said that it was very common for renewal invitations not to be posted for several weeks after printing. But they said that because the policy had lapsed by ten days they would have to re-quote and would not honour either the renewal price of £1346.06 or the Mutual bonus. They then rang me back with the re-quote and put the price up to £2239.98. An increase of 66%. No change in risk. No change of vehicles. No change in circumstances. An extra £893. WHY? No explanation of any sort beyond a statement to say that rates change on a daily basis. Up 66% in a little over a week. I think it is scandalous and for them to not offer any explanation is quite extraordinary and extremely unfair. There can be no justification. We were not negligent and it was not our fault. We have now had to go to another insurer. And inevitably saved a lot of money even compared to the original NFU renewal quotation. So we are financially better off but that is not the point. We would have preferred to pay the extra and stay with the NFU who we thought we knew and trusted. NOT ANY MORE!","20"
"2022-03-25","17:57:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623e029cf144199fc9ca4790","esure : Great till you need to claim - Avoid at all costs","I've used esure for many years, but this is my last. After an accident, my car was undriveable and recovered by the police. They say their aim is to get you a courtesy car within two days if your car is undriveable, this is just a lie. They make no aim or effort to achieve this, they just with hold telling you that you can only have a courtesy car when your car is being repaired. Over a week later and my car is still in the recovery yard with no contact made to collect it or move it to the repairers (whilst all the time adding the cost of storage to the claim). On hold for over an hour on a daily basis to keep getting told it's being collected that day, utter rubbish. And definitely don't hang up when they say they'll call you back because they won't.","20"
"2022-03-25","16:04:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623de805f144199fc9ca27ed","esure : dreadful customer service","I have been trying to contact esure to discuss my accident for weeks, no matter what option I choose no one answers the phone. I received an email with direct line number and still no one answers the phone, dreadful customer service since you cant speak to anyone. I've listened to elevator music for 87mins before giving up as I had to go out","60"
"2022-03-25","14:06:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623dcc83843a1a3bf6c64c46","Swinton Insurance : Some of the car insurance agents could…","Some of the car insurance agents could do better though most were excellent","80"
"2022-03-25","13:08:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623dbedff144199fc9c9fa0b","Autonet Insurance : Stay away from this insurer!!","Stay away from this insurer!!! I took out a van insurance from them via comparethemarket.com During the quote I was asked about any claims made in the last three years. I was happy with the quote and went with Autonet. I received a letter a few days later asking me to get in touch with them. On speaking with them, they said they did further checks and that I had made a claim within the last 5 years, I would have to pay an additional £104. I explained I was asked in the last 3 years, not 5 years. I asked to cancel the policy to which I was charged £50. Awful customer service, stay away and choose a company that is more professional and look after their policy holders.","20"
"2022-03-25","12:31:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623db608843a1a3bf6c633d4","Ageas : Car insurance","It was very easy to do especially for me as I'm no good with computers","100"
"2022-03-25","11:51:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623dacd5843a1a3bf6c62988","Sainsbury's Bank : Avoid Sainsbury's car insurance like…","Avoid Sainsbury's car insurance like the plague.","20"
"2022-03-25","10:21:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623d97bdf144199fc9c9ceb7","Markerstudy : Accident November 2021","Accident November 2021 Still outstanding - Never answer the phone - delay every time you e-mail Refuse to send an engineer to inspect vehicle This company are a disgrace to the insurance industry","20"
"2022-03-25","09:48:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623d8fdef144199fc9c9c56c","Autonet Insurance : what a bunch of fu**ing c***s!!!!!!","what a bunch of fu**ing c***s!!!!!! cancelled my car insuranc ein november 21 following handing the car back to the dealer at the end of my lease. As autonet are simply a broker that thinks can charge peorple for goods that no longer exist they are chasing me for the remaining of car insurance from Jan 22 to June 22.....even thought the policy got cancelled in nov 21 and car handed back in Nov 21 Now they sending me threating messages and emails - how fu**ing weak and pathetic - trying to scare me into given them money to cover their commission and future pipeline revenue","20"
"2022-03-25","09:16:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623d8855f144199fc9c9bd20","Hastings Direct : Easy to speak to","Easy to speak to, everything explained really clearly, and everything sorted out in a matter of minutes with no hassle or hissups - so easy to add a car to the insurance","100"
"2022-03-25","08:41:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623d8034f144199fc9c9b552","Ageas : Unable to get desired added driver.","Unable to get desired added driver as online application would not allow more than two incidents to be added. Unfortunately I had had a windscreen (NON FAULT) claim, an accident (NON FAULT) claim, and some low life had nicked my catalytic converter (NON FAULT) over the last year. I'm sure Ageas are competitively priced generally, but like all insurance companies they load the premium unfairly if through no fault of your own you have had to make previous claims. As the victim of poor road condition (windscreen), A careless third party driver and an act of pure vandalism, it seems truly unfair that I and others in similar circumstances are punished with higher premiums. Where is the Justice in this ?","60"
"2022-03-25","08:14:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623d79cf843a1a3bf6c5f320","Hastings Direct : Easy site to use","Easy site to use, and my car insurance a lot cheaper","100"
"2022-03-25","07:29:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623d6f67f144199fc9c9a816","Zenith Insurance : good price on my car insurance ,","good price on my car insurance ,","100"
"2022-03-24","20:59:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623cdbc9843a1a3bf6c5b569","esure : Horrified to receive an automated…","Horrified to receive an automated renewal email from Esure hiking my monthly premiums from £39 per month to just shy of £55! An increase of around 37%! I’ve been with them 3 years, never missed a payment, never made a claim. When I called to find out what was going on the very unhelpful lady on the other end of the call offered me a £20 discount… off my yearly premium I requested that my insurance would be cancelled when it expires next month. Job done you’d think… about half an hour later I received a new email stating my new monthly payment would now be £61 per month, even though I’d requested a cancellation. So much for loyalty hey Esure? Happily taking my unwanted business elsewhere. Good riddance","20"
"2022-03-24","19:50:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623ccb70843a1a3bf6c5a683","Markerstudy : 3 month wait for repairs if you require…","3 month wait for repairs if you require a courtesy car. might be worth them buying a second car","20"
"2022-03-24","19:26:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623cc5e6f144199fc9c95d8b","Hastings Direct : Quick and easy to get insurance","This was my first time using Hastings Direct to get a car insurance policy, which was needed at short notice for a new car. The process was smooth and went very well, with it taking under 30 mins to fill in all the necessary forms and information.","100"
"2022-03-24","19:04:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623cc0ae843a1a3bf6c59b09","Hastings Direct : Great until you need to claim, worst customer service I've ever experienced","I see all these great reviews, yes its cheap, god forbid you have an accident, 2 weeks no hire car, my very damaged car still not collected, the worst customer service you could imagine, stay clear is my advice.","20"
"2022-03-24","18:42:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623cbbaff144199fc9c951f0","Hastings Direct : ""Thank you for the purchase"" when I have set do not renew automatically ???","Lets start at the beginning - last year I bought car insurance from Hastings and paid for it all in one go on my credit card. I then started to receive sometimes daily txts from them complaining that ""no direct debit is set up, they may cancel my insurance"". When I rang to complain, I was told it was sorted. The txts continued. Then rang and was told it's the old system. In the end I told them to setup a DD just to stop the threats of cancelling my insurance. A year later, I log into to my account to turn off ""Auto Renew"". 3 days later I get a congratulations letter with a renewal quote £50 more than previous year (I hadn't claimed). Then I logged back into my account to find not 1 policy, but now 3 policies ??? The 2 new policies were set to auto renew ?? Hence I had to ring yet again to ensure that none of teh 3 policies renewed. I cancelled the DD. So today... I get an Email from Hastings thanking me for my purchase... Of what ? How ?","20"
"2022-03-24","18:37:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623cba61843a1a3bf6c593b9","Swinton Insurance : Careful when purchasing from Swinton","Careful when purchasing from Swinton, I was quoted £152 for motorbike cover, the policy went through CloseBrothers insurance brokers, I read the payment agreement, appears they are looking £302 for a credit agreement I did not sign up to","20"
"2022-03-24","17:20:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623ca850f144199fc9c93a16","Hastings Direct : My experience was excellent and I wil…","My experience was excellent and I wil be telling my friends and recommending Hastings for car insurance","100"
"2022-03-24","16:37:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623c9e47843a1a3bf6c56f9c","Hastings Direct : Smooth and helpful with everything","Change from another insurer Save over one hundred pounds for exactly same terms of car insurance Very smooth and helpful","100"
"2022-03-24","16:14:00 +0000 GMT","Trustpilot Reviews","https://www.trustpilot.com/reviews/623c98daf144199fc9c925b7","Hastings Direct : Car insurance","Simple,easy and no pressure selling of add ons","100"
